A,B
19,14
5,18
1,70
63,41
24,2
3,16
65,16
5,24
60,50
37,13
44,56
69,61
53,51
59,37
51,60
14,9
34,59
9,49
3,45
54,48
4,28
5,52
12,40
57,51
1,63
37,2
43,21
11,40
17,0
59,17
0,68
46,23
20,53
55,29
38,17
22,44
3,45
6,0
65,67
27,9
66,23
61,38
60,34
46,41
20,45
0,18
40,40
55,8
56,8
24,32
11,42
58,42
69,13
20,51
46,30
1,30
5,36
69,41
5,66
0,67
28,0
23,14
16,48
11,21
11,63
39,11
9,19
17,13
57,44
52,54
9,31
53,9
34,14
67,52
1,49
22,12
11,54
29,7
27,3
4,45
57,15
23,6
24,66
2,59
20,49
31,11
54,23
27,46
55,56
42,37
48,8
58,27
16,40
52,13
37,30
29,66
9,45
27,0
21,5
32,32
65,19
64,56
63,34
11,46
57,27
39,69
52,10
39,25
70,2
2,53
66,25
18,31
48,52
55,17
60,6
16,5
38,48
63,13
46,55
15,2
60,13
67,63
67,9
21,14
35,23
24,18
24,28
69,18
47,15
23,10
70,24
46,29
34,68
37,50
32,64
58,16
18,44
34,21
30,57
62,54
69,43
53,24
47,55
48,46
43,61
60,29
43,54
7,26
58,42
49,4
17,21
47,38
16,27
27,39
4,61
3,70
64,66
56,46
43,54
8,45
28,2
43,58
36,5
66,17
14,58
64,12
68,56
12,21
36,40
19,40
56,51
23,60
47,61
21,21
42,5
40,24
20,17
46,68
15,62
54,49
59,10
30,20
23,58
50,28
47,40
33,49
1,8
4,62
25,30
2,14
27,65
65,21
56,8
29,67
2,52
5,3
43,0
17,15
41,30
21,13
58,8
14,11
37,31
65,18
41,25
13,34
44,59
68,26
7,6
37,58
60,64
64,67
30,35
18,21
29,31
61,23
6,31
38,65
38,11
39,8
64,68
43,30
47,20
2,15
40,22
38,38
18,50
54,61
18,2
55,38
70,0
56,25
20,46
63,57
5,48
33,22
16,22
37,62
24,40
13,3
68,33
50,4
35,28
29,5
47,37
34,14
9,59
59,18
36,45
53,20
65,0
35,42
55,17
14,64
17,31
47,24
52,46
50,30
69,49
13,13
59,65
42,51
57,13
19,45
9,30
45,22
6,12
1,38
34,6
35,50
70,37
65,6
10,39
18,40
57,7
41,28
31,37
27,55
32,68
6,29
58,45
6,31
20,62
32,39
34,15
46,12
68,21
31,34
55,68
34,43
8,50
0,18
42,44
25,37
23,64
65,61
17,68
37,3
2,2
8,10
13,23
60,26
31,55
18,36
24,46
13,43
47,43
49,37
52,15
58,9
37,29
62,36
24,9
25,5
57,50
12,12
54,50
37,58
61,59
54,29
18,40
26,38
66,26
31,28
23,38
60,10
65,3
67,22
16,9
40,46
35,57
60,13
49,65
53,36
65,38
27,3
17,42
25,13
50,45
51,33
24,5
25,2
44,24
65,49
65,12
34,0
66,30
12,28
22,26
56,58
64,16
62,52
66,14
3,37
55,38
20,26
48,13
13,52
54,3
12,45
50,59
65,60
5,36
26,70
4,27
37,19
15,52
2,18
55,47
15,3
37,6
31,64
15,67
32,10
45,58
39,44
61,63
2,31
60,11
15,59
30,6
9,58
65,31
21,42
31,43
27,6
48,26
5,5
24,27
65,6
55,21
5,44
21,7
68,40
3,13
45,18
5,19
15,16
45,29
47,42
41,18
52,45
3,33
29,40
47,70
48,20
21,22
25,59
36,56
47,2
31,63
60,11
65,48
27,29
45,42
0,49
42,52
16,66
6,46
63,16
23,23
34,2
46,66
54,54
7,47
22,51
22,52
12,55
3,65
53,26
15,50
48,14
25,13
46,7
1,13
41,70
11,40
62,31
64,67
14,65
49,50
61,13
22,10
67,52
36,25
43,33
57,33
46,5
21,49
25,66
62,56
55,57
1,22
57,46
37,57
49,4
0,17
29,63
3,65
52,55
67,39
22,55
21,47
9,26
20,51
30,32
37,62
4,48
47,52
59,49
49,57
15,27
29,22
6,54
35,22
18,18
42,63
4,56
20,12
51,12
7,67
17,29
18,54
7,28
69,5
45,30
61,46
62,54
28,23
67,5
12,8
59,50
24,24
24,13
10,14
20,32
1,67
0,18
39,48
6,62
3,45
38,38
0,1
64,22
21,10
22,22
29,61
49,22
33,21
19,62
3,33
51,11
46,24
19,66
35,62
58,40
32,62
2,24
16,31
65,70
44,58
57,34
58,2
68,67
50,22
43,46
40,10
68,1
56,17
56,40
28,41
22,30
39,63
39,23
68,48
34,27
7,2
38,42
2,27
20,26
2,32
41,33
19,56
62,62
39,20
23,55
60,30
18,1
56,20
10,25
60,26
41,1
17,7
42,18
52,22
43,2
37,22
15,40
38,52
9,16
65,21
34,3
28,10
8,57
31,54
59,30
7,34
16,26
52,66
41,24
60,10
26,38
23,20
7,2
29,14
53,30
18,66
2,62
62,69
64,66
45,48
3,20
52,34
67,32
11,12
11,16
53,54
62,55
37,44
55,57
32,67
11,52
69,53
61,19
20,15
34,7
47,23
58,33
15,45
1,55
59,66
60,48
58,55
26,36
27,19
69,45
55,8
4,15
26,33
4,40
21,62
54,41
13,48
26,48
55,64
25,6
17,69
34,16
9,37
23,26
12,65
9,0
12,22
33,49
23,0
26,19
61,5
47,50
29,35
2,33
19,48
46,8
52,52
8,42
49,49
48,32
37,38
55,3
26,36
46,34
43,21
54,70
11,20
36,2
64,14
4,0
16,66
41,38
55,43
41,44
49,45
21,34
21,16
31,48
56,36
18,7
64,12
38,4
42,13
36,65
14,20
21,68
67,50
55,64
16,40
19,42
4,66
14,25
63,60
30,27
17,5
23,69
15,32
36,39
45,19
9,30
47,47
54,33
25,9
55,5
32,60
31,22
54,66
44,7
65,39
1,25
40,33
12,22
56,48
20,20
31,51
11,52
32,19
9,62
58,16
52,33
70,64
57,19
7,54
11,3
18,23
20,61
60,68
21,42
55,54
55,6
43,38
15,46
22,48
56,24
43,56
25,7
54,41
38,44
31,66
25,67
64,58
44,42
29,35
57,62
22,40
0,42
39,51
29,53
63,8
15,55
28,21
8,66
15,60
51,9
25,43
60,65
52,19
10,19
37,46
58,43
33,5
25,38
9,34
65,1
23,3
63,41
43,26
19,9
10,66
3,56
36,49
22,9
33,37
31,33
13,9
31,50
41,4
8,41
15,33
48,26
29,15
30,64
70,50
2,37
54,26
11,49
27,12
45,55
57,67
45,61
60,18
62,54
3,69
70,30
56,14
57,64
18,5
55,20
14,9
13,67
20,42
37,65
62,55
60,18
55,53
60,45
16,55
20,33
45,45
12,21
65,34
30,65
49,11
47,70
20,51
13,42
27,19
47,61
64,67
16,55
28,63
17,5
23,6
67,32
66,61
26,35
0,68
25,11
41,30
2,46
13,55
49,55
2,11
8,46
12,10
67,57
21,26
5,64
36,15
2,21
53,65
14,46
28,13
41,26
35,63
16,1
64,1
34,14
24,40
67,52
29,51
46,43
60,67
59,40
15,11
44,19
57,55
19,63
41,65
32,22
47,69
2,23
0,59
43,31
15,29
30,37
54,3
54,43
44,47
46,22
49,8
3,15
44,53
21,27
37,61
10,19
51,24
66,46
18,26
34,54
70,68
30,29
11,34
69,51
17,41
40,29
17,48
12,45
55,23
57,45
52,4
31,27
56,34
56,21
48,31
60,57
17,70
46,15
36,48
22,21
3,31
70,13
21,4
25,43
6,61
59,64
68,53
28,53
6,50
27,56
39,16
32,66
60,56
14,17
49,63
32,13
28,1
23,69
15,39
36,54
1,24
29,20
66,41
28,42
63,2
31,15
2,40
34,17
68,42
47,38
56,69
47,18
63,65
39,3
3,29
46,58
37,59
12,60
10,13
60,51
53,62
58,29
22,67
60,23
20,24
25,45
61,63
42,66
67,55
20,63
55,42
30,2
1,51
52,13
6,59
63,10
68,34
22,49
33,63
37,20
40,63
59,12
47,50
43,54
64,15
52,32
70,39
43,60
45,68
37,45
47,35
30,57
41,32
23,9
57,56
25,50
57,42
29,22
35,51
29,42
23,19
16,42
60,0
34,47
1,52
35,1
13,32
30,51
17,45
60,31
54,32
21,37
64,27
8,36
60,36
65,70
23,25
19,17
45,48
57,57
0,3
12,64
22,10
14,7
23,40
68,49
20,32
14,14
2,26
46,64
69,65
0,9
60,37
55,53
5,23
14,15
59,30
32,17
27,17
9,51
48,60
45,6
32,70
34,29
45,23
7,6
54,36
15,17
54,63
56,2
31,54
22,67
44,69
57,42
29,20
4,24
5,21
56,31
37,31
55,34
62,38
21,38
11,57
24,23
6,52
51,42
62,49
46,29
59,2
23,64
45,62
14,56
31,8
44,14
9,30
56,22
13,26
6,28
31,14
29,43
59,9
3,56
50,21
54,43
40,68
65,62
3,53
39,14
13,52
37,26
4,0
5,36
54,56
59,34
49,68
45,56
55,62
10,45
7,2
25,20
45,48
43,47
22,16
64,28
39,30
54,2
46,60
18,64
49,60
46,23
51,22
56,34
42,45
9,8
19,54
59,70
17,54
33,25
46,64
3,15
49,61
16,46
56,18
46,54
38,3
26,64
10,34
47,33
66,13
58,5
51,49
70,28
35,48
23,45
28,30
58,54
67,17
68,36
10,19
7,45
26,50
32,66
3,59
59,60
58,31
68,69
68,25
3,29
6,29
54,53
62,26
31,23
53,29
36,8
24,50
62,27
36,4
13,11
30,66
38,52
56,64
52,69
19,46
70,15
37,14
43,20
6,36
20,43
31,16
30,23
1,60
47,48
23,21
9,58
30,1
11,22
67,28
28,12
43,24
12,34
47,16
29,0
9,48
28,39
0,27
25,9
29,37
63,2
34,24
6,39
26,24
17,19
64,6
1,61
56,34
51,12
68,2
54,7
18,15
19,46
46,9
5,60
66,64
54,19
39,27
29,2
43,30
20,48
2,6
36,5
37,26
38,8
24,5
51,31
29,50
11,31
56,60
14,48
57,61
50,6
57,12
42,12
42,25
37,7
3,5
36,36
29,28
49,13
14,46
1,63
52,26
35,47
70,27
30,2
47,44
28,8
41,33
57,29
26,10
10,36
30,39
3,64
6,7
58,34
25,7
24,69
54,51
19,36
23,67
21,4
30,65
35,22
52,26
41,66
8,58
25,16
4,66
32,40
36,49
57,47
30,53
55,53
59,33
61,48
59,24
5,61
61,19
49,56
30,51
35,14
23,46
12,47
36,51
53,12
56,24
31,35
59,2
40,31
5,54
63,51
19,58
36,16
34,4
63,1
36,11
42,36
62,26
66,69
34,23
21,24
26,25
9,54
59,13
43,19
19,25
3,67
30,36
59,24
70,56
13,63
14,54
64,11
69,56
55,56
68,47
50,10
52,28
48,60
0,12
45,41
5,22
45,23
1,20
11,8
50,68
10,6
24,27
63,13
59,50
14,28
29,5
29,68
32,19
58,31
28,68
57,63
31,36
69,13
3,51
31,3
66,36
41,9
26,20
30,69
5,35
53,55
20,61
54,41
38,15
43,66
23,15
40,57
65,44
31,60
62,1
51,65
0,70
11,47
18,23
66,12
67,42
35,58
41,45
56,0
52,6
56,19
18,45
50,66
1,25
68,57
19,34
9,27
34,51
2,43
50,34
18,62
8,62
39,47
60,7
62,39
52,66
65,0
63,24
70,44
23,15
15,56
42,19
51,36
3,65
1,56
14,10
52,48
7,41
56,64
54,38
28,27
15,17
62,41
33,38
30,0
19,63
53,16
49,58
20,57
24,7
57,26
24,63
24,33
5,31
22,69
42,48
13,44
23,63
64,17
1,21
51,23
49,51
65,29
47,14
58,2
8,26
53,61
36,11
5,26
4,59
34,57
46,32
1,67
6,56
66,40
70,19
69,9
56,45
47,12
51,13
37,69
44,50
26,7
8,17
31,11
7,12
35,67
4,31
29,18
47,34
52,15
10,54
10,57
50,58
60,56
65,57
49,25
37,10
0,18
35,47
4,0
11,36
69,15
30,39
57,7
23,35
27,32
1,54
4,59
31,37
21,51
22,18
47,59
68,67
0,33
4,68
51,8
29,21
32,9
10,69
10,70
4,46
16,12
44,45
18,18
40,34
27,3
2,58
61,52
12,67
16,27
21,7
29,4
10,57
6,20
32,70
15,45
66,0
66,11
19,18
26,28
29,47
56,12
11,29
0,40
52,4
57,21
66,69
48,52
1,67
62,19
11,37
40,61
22,69
54,63
18,58
59,51
56,56
15,64
64,16
48,52
29,46
68,51
57,56
52,60
29,57
24,25
50,65
29,50
11,60
33,50
0,68
50,29
44,48
6,33
0,51
69,57
67,60
46,50
12,3
44,58
8,40
53,18
3,52
40,54
2,20
48,0
36,37
29,62
66,10
36,13
69,66
27,38
20,42
57,49
50,19
39,32
29,0
45,23
62,70
16,54
28,45
43,1
32,17
3,25
49,55
42,63
10,54
20,4
5,0
31,42
17,7
50,8
9,24
24,27
20,37
62,28
22,15
39,56
6,67
9,12
0,35
3,1
50,38
49,40
38,13
55,41
8,70
46,52
47,44
61,63
33,52
8,26
46,40
20,62
38,63
38,35
8,32
44,63
70,53
1,47
41,33
45,24
69,66
41,64
48,66
31,3
40,22
5,32
40,70
35,56
53,56
29,19
4,14
70,46
59,20
47,28
15,69
70,61
42,53
19,17
47,2
50,4
2,54
60,37
66,36
11,11
29,2
3,34
42,23
48,58
22,13
3,56
7,5
56,62
10,45
43,57
62,60
28,52
46,12
62,47
56,23
16,37
5,13
10,32
49,35
51,45
8,47
69,66
21,55
65,38
56,16
29,40
14,49
45,35
45,63
69,37
43,58
57,17
70,14
6,56
55,20
1,28
8,47
39,34
39,5
42,53
49,63
55,55
57,56
46,22
48,33
67,66
4,51
34,33
1,8
51,18
56,4
11,21
35,3
66,11
44,65
45,43
14,23
43,69
5,12
11,37
68,3
62,45
54,46
14,3
41,44
8,11
46,64
44,23
28,7
57,31
12,16
50,67
31,7
62,63
46,29
26,21
68,38
68,15
2,57
46,4
25,57
68,33
50,29
18,51
25,24
40,63
29,43
41,66
51,27
39,21
66,37
9,13
42,40
7,18
70,55
31,48
51,7
68,14
21,57
21,47
11,27
29,6
60,66
60,55
62,28
27,22
22,53
37,27
27,30
3,25
15,15
31,53
51,59
64,57
55,65
59,36
22,12
4,69
37,7
3,48
3,9
29,22
28,7
21,19
4,62
45,55
68,60
6,13
36,20
6,4
60,61
3,1
32,45
8,41
61,27
12,39
43,8
33,8
25,5
36,61
69,4
46,5
33,42
63,46
26,22
47,9
42,13
49,54
69,31
41,45
47,41
32,67
10,56
20,52
44,14
31,22
24,66
55,25
54,36
11,67
59,25
25,60
27,41
38,64
55,8
57,20
24,23
52,64
30,10
10,4
24,24
6,46
11,10
63,30
18,11
44,23
19,18
13,29
27,22
66,12
26,41
56,25
34,34
45,2
52,52
44,43
19,47
26,7
4,2
24,36
60,68
5,18
38,47
65,64
49,15
64,28
12,47
60,38
11,40
32,12
13,62
44,1
62,49
10,2
60,16
1,37
47,8
46,2
52,47
70,67
51,13
38,53
6,5
19,30
22,47
19,66
26,3
67,5
38,0
13,68
44,39
28,44
59,24
36,12
41,56
27,56
49,49
59,21
5,0
64,28
24,11
32,67
37,43
31,13
53,11
40,24
33,59
62,23
35,51
29,16
31,44
67,54
48,6
56,22
36,34
29,52
18,39
13,70
13,70
66,0
27,26
40,58
54,40
18,35
31,0
24,47
28,58
11,17
16,50
62,69
7,21
9,44
1,19
48,31
47,57
36,11
64,18
53,36
25,51
50,28
24,16
2,9
46,15
32,32
21,41
40,25
62,33
39,19
65,46
11,58
38,66
54,45
45,30
56,33
36,20
14,1
43,9
50,70
35,60
46,50
59,42
28,36
18,54
30,21
64,19
61,18
59,17
20,62
31,35
10,19
62,12
17,55
66,30
34,15
70,6
5,69
37,70
44,56
32,67
47,19
36,35
60,42
53,25
36,20
40,2
14,2
36,11
1,1
26,62
24,17
19,45
40,20
62,30
25,37
62,60
64,58
10,60
32,54
7,32
59,2
15,67
55,39
9,21
13,40
51,47
33,68
14,46
13,60
21,33
33,48
64,18
52,51
49,70
37,61
36,55
26,46
61,25
2,0
15,0
27,46
31,28
3,56
0,9
57,9
3,17
37,32
34,41
24,65
32,20
46,70
13,15
3,63
54,39
14,47
61,57
16,11
15,30
69,24
60,39
65,67
63,57
69,67
44,12
40,6
29,6
69,38
5,60
70,54
38,3
58,62
19,31
0,31
37,18
49,5
50,16
15,29
16,61
40,25
55,27
46,20
57,26
45,58
32,57
54,56
12,30
17,14
31,13
51,59
39,65
34,1
45,35
53,3
28,70
7,44
49,19
31,45
28,28
36,15
39,60
50,65
24,19
36,9
39,37
24,27
35,39
50,3
4,8
57,9
17,18
22,46
58,3
63,29
39,58
22,52
15,70
24,62
50,4
3,68
38,40
20,8
50,62
43,1
40,63
51,39
65,61
41,64
12,52
18,38
11,6
5,55
26,36
18,34
50,3
26,23
3,5
40,35
13,13
41,52
28,59
5,36
68,68
52,1
21,65
38,53
45,14
33,35
12,36
47,44
19,64
70,43
51,18
42,12
68,51
69,49
70,49
44,58
62,21
19,40
48,25
9,45
33,62
19,64
64,28
64,22
34,54
12,14
8,18
12,3
8,36
31,6
5,6
69,25
35,26
11,5
0,27
42,52
44,22
0,28
13,38
29,9
3,14
43,45
63,20
50,61
51,19
42,38
19,13
17,17
6,53
18,59
0,46
23,32
8,0
31,67
40,9
43,34
29,4
4,22
10,5
70,25
17,61
25,40
5,8
34,58
54,53
47,25
49,67
13,54
41,63
25,47
2,5
34,17
30,11
49,9
45,25
61,42
18,60
16,36
2,50
10,48
20,26
34,7
18,11
6,1
22,65
13,48
48,50
2,25
70,35
6,60
37,0
25,39
48,36
33,34
6,36
57,59
59,52
14,13
69,18
43,38
56,22
7,66
25,18
30,40
43,47
24,4
39,23
2,36
26,17
49,28
38,60
48,20
31,45
17,11
53,45
16,52
58,69
12,50
20,45
21,28
23,29
59,51
2,65
36,15
60,57
52,19
48,28
41,29
18,41
36,40
21,53
37,10
42,58
69,4
55,55
48,24
25,29
36,15
29,60
14,59
67,17
48,53
2,36
7,9
43,53
14,3
47,19
27,7
46,3
37,2
70,45
7,32
46,38
16,51
36,35
6,55
33,32
36,13
12,33
64,32
39,67
22,59
43,14
65,48
44,42
63,51
24,26
28,70
28,14
41,49
40,45
57,34
32,47
32,7
29,60
55,69
59,64
23,9
26,12
58,52
1,8
35,55
53,13
28,35
48,20
41,49
20,21
53,57
37,38
65,50
4,68
22,27
46,47
12,42
69,62
25,12
12,17
2,29
11,25
6,64
41,64
66,24
49,24
15,32
17,54
56,3
16,5
4,52
50,70
22,2
27,1
12,40
37,28
40,53
53,24
0,48
45,42
9,22
20,36
29,39
6,25
42,36
0,46
1,41
5,27
5,25
3,50
28,57
10,64
20,58
4,70
52,69
29,6
23,55
68,18
64,27
11,47
25,21
34,49
58,69
64,20
34,20
70,9
3,44
54,1
24,47
66,6
53,0
51,30
34,30
35,46
36,54
47,52
47,66
30,58
20,1
31,10
21,3
51,37
12,58
70,38
33,4
24,32
9,28
4,7
0,58
48,2
69,61
37,62
21,53
30,65
38,30
18,67
4,69
42,28
26,28
14,56
67,11
19,69
34,23
27,8
21,34
14,11
66,22
63,35
41,54
29,4
51,25
67,30
64,70
24,5
40,27
11,31
32,41
11,60
45,48
50,43
65,63
24,59
60,28
61,51
16,53
4,34
24,10
36,28
16,38
26,8
34,11
37,50
45,29
10,63
15,62
0,33
6,23
19,7
70,46
68,50
46,20
12,26
22,36
10,16
59,64
40,70
60,40
59,21
5,13
9,13
35,69
19,54
32,34
19,69
53,42
51,44
45,2
39,28
28,60
9,41
3,45
31,40
21,19
61,66
49,57
39,15
68,4
38,19
60,65
60,62
2,18
58,13
28,12
2,4
13,68
6,43
21,61
49,33
1,69
42,56
52,33
18,44
48,24
45,13
63,39
24,50
69,8
1,34
5,39
20,69
5,25
57,57
18,64
8,34
50,10
55,14
62,54
53,11
6,45
59,8
26,20
24,34
4,3
58,60
13,55
62,6
48,66
54,24
55,62
5,33
39,1
19,44
53,51
28,61
13,35
39,53
37,49
12,19
40,68
59,54
55,42
31,53
65,44
24,1
65,42
57,64
32,2
42,32
49,18
49,33
56,2
67,53
29,48
25,44
12,7
11,54
32,47
21,17
24,65
8,57
56,7
10,59
44,22
12,49
54,0
66,52
25,8
66,66
41,40
64,35
39,7
12,6
60,42
56,61
8,10
56,46
17,41
12,46
64,19
35,54
23,23
41,69
67,43
5,28
8,17
0,14
13,37
14,44
38,62
69,38
13,59
67,16
22,49
21,34
29,2
61,15
13,19
55,20
54,28
7,43
50,15
68,30
37,25
45,67
49,26
28,23
19,37
2,59
39,13
15,33
12,32
32,54
38,14
6,62
45,50
68,38
47,65
68,68
39,43
36,64
39,33
19,62
25,12
9,18
45,58
43,30
40,31
44,70
29,45
65,32
10,33
42,7
63,63
50,36
0,42
53,21
16,61
60,16
66,44
59,25
15,25
5,38
27,19
14,0
69,35
14,2
52,63
39,22
0,18
41,49
69,45
28,59
63,66
53,14
60,13
42,59
21,50
54,47
61,32
45,67
46,29
32,62
25,5
70,29
17,0
14,65
23,60
6,36
4,20
53,50
48,67
66,2
7,42
18,1
58,12
56,55
38,52
59,70
23,41
60,1
47,24
11,20
7,55
12,14
32,57
10,49
67,2
22,63
58,14
66,41
20,1
64,65
7,45
30,32
34,43
46,27
21,65
33,39
28,8
36,38
44,58
3,2
46,25
23,61
36,40
26,55
4,44
43,46
46,39
36,22
45,18
33,54
22,42
15,50
24,16
22,61
12,32
29,25
66,63
54,65
67,69
43,70
36,10
9,21
27,55
32,63
27,21
56,51
63,70
70,36
65,15
1,48
43,17
68,67
69,13
49,5
3,29
1,12
69,47
61,61
17,11
57,14
49,1
18,51
46,50
25,69
13,40
49,6
55,16
41,45
33,12
52,27
24,69
34,31
42,23
70,61
58,69
13,27
17,44
57,55
58,5
0,24
3,2
17,30
52,65
52,38
56,19
2,13
8,4
38,48
53,0
29,19
26,12
38,52
60,26
62,3
24,9
25,56
3,15
61,31
23,68
4,68
10,51
6,30
1,2
67,14
25,20
35,12
3,40
35,41
19,30
63,68
67,11
29,35
30,9
57,38
28,36
45,16
30,10
1,57
34,16
47,11
43,41
34,66
52,42
3,11
52,55
43,15
11,69
69,69
67,25
7,8
7,16
32,60
47,2
35,22
13,8
41,2
55,8
62,22
31,42
32,36
6,4
64,58
56,32
48,5
47,40
15,2
67,16
51,43
31,32
29,43
58,20
43,18
9,31
17,9
11,20
61,58
19,68
63,30
13,19
17,58
27,67
9,44
62,70
13,1
29,67
6,16
17,31
60,58
9,36
68,39
19,52
8,17
52,69
68,62
47,50
7,17
32,43
61,29
52,68
47,6
22,61
8,19
56,4
20,19
56,28
25,50
15,51
46,2
29,59
23,65
67,64
54,31
50,4
38,58
15,35
33,20
16,7
64,48
29,22
53,11
3,50
19,49
60,18
4,7
30,50
21,24
63,4
67,18
48,4
39,67
52,41
14,52
54,31
5,44
56,44
35,23
61,50
47,21
33,11
22,14
23,23
1,48
20,3
0,66
1,16
18,17
30,8
60,28
66,24
51,40
34,53
38,8
33,18
25,14
6,41
44,62
5,69
64,19
45,19
56,0
34,28
69,37
19,13
69,3
4,59
54,34
66,52
37,31
19,22
9,54
44,13
56,56
36,14
14,65
2,66
65,28
32,37
10,52
1,39
34,62
17,19
23,52
6,10
3,43
23,17
54,53
22,23
56,16
59,63
47,6
35,29
10,33
48,38
11,6
55,6
2,46
65,59
23,24
22,6
38,38
34,47
30,60
14,59
51,3
60,11
56,37
4,62
65,52
0,15
53,36
51,46
33,62
65,17
7,23
28,9
50,57
20,39
31,37
50,19
35,63
16,13
38,8
54,14
31,39
13,12
43,41
49,5
21,13
10,55
26,38
8,31
58,32
62,65
46,26
63,42
45,2
4,14
26,66
49,4
66,33
16,45
30,40
61,57
66,47
18,26
25,62
29,32
49,1
20,21
30,68
40,59
51,34
61,66
45,58
25,59
3,27
0,3
2,39
69,51
69,33
24,60
70,52
25,18
57,4
0,34
42,13
25,34
18,18
43,51
23,63
70,48
58,67
23,57
25,1
24,14
34,4
3,36
30,12
17,30
21,26
56,27
30,31
70,66
63,63
60,56
69,34
13,26
30,16
28,23
41,12
19,26
61,6
1,29
15,24
18,55
43,20
56,16
42,28
67,39
25,12
14,69
61,18
33,61
29,28
21,40
5,14
47,28
23,32
25,40
3,31
70,35
13,13
38,65
56,14
21,63
18,23
32,30
33,1
61,67
58,67
31,6
70,66
70,6
9,44
25,35
3,22
28,55
50,57
16,51
27,50
21,11
6,12
56,58
0,17
17,52
34,61
29,46
64,22
58,70
14,4
39,48
62,42
56,43
22,63
11,27
31,19
53,2
1,5
6,7
47,12
65,53
66,35
0,6
22,61
47,13
49,49
28,27
69,60
55,17
54,2
40,64
68,18
15,34
51,60
65,45
5,61
20,24
14,23
48,52
51,7
49,17
70,28
0,25
53,21
51,44
20,32
34,40
13,44
33,26
18,45
56,43
30,10
31,49
17,68
6,61
0,4
27,25
24,61
60,52
27,57
30,47
33,53
8,0
41,62
23,29
11,31
44,62
41,29
64,16
39,6
51,66
16,24
20,25
41,8
43,33
24,7
49,9
58,39
9,36
20,20
65,59
17,10
57,47
3,23
59,6
7,52
55,26
51,60
64,1
15,49
58,65
25,2
6,26
66,38
3,3
58,16
25,18
20,12
8,47
21,11
5,36
17,17
10,68
20,16
46,6
51,60
46,39
18,47
41,65
17,52
7,13
15,44
6,4
70,51
60,8
31,66
6,15
9,53
16,3
31,65
38,30
32,26
14,13
61,14
20,24
37,0
51,45
39,30
22,43
59,66
42,17
66,45
19,49
67,41
4,8
55,65
70,40
56,11
29,22
46,36
25,0
5,26
66,13
37,16
21,31
68,7
21,50
8,51
8,61
8,47
57,24
32,30
41,42
65,63
61,15
3,3
64,6
55,4
15,18
52,37
52,33
36,29
42,40
7,42
36,15
16,36
36,35
56,59
33,55
51,55
7,55
30,19
7,42
29,14
38,60
36,37
6,61
18,37
67,58
62,30
69,50
6,59
3,43
35,43
50,25
59,70
46,3
23,65
43,52
45,15
53,3
65,6
21,11
8,29
39,53
41,62
42,59
48,32
70,11
69,40
32,66
3,49
39,11
20,15
57,41
64,64
44,9
44,70
10,56
55,39
28,16
61,6
2,55
42,31
51,10
19,51
17,1
10,34
13,20
21,6
21,70
4,59
51,23
19,57
41,4
11,28
14,35
65,26
67,59
58,58
6,32
7,22
53,5
47,46
20,2
50,1
47,56
44,44
0,56
13,41
49,34
20,49
70,22
5,3
39,45
40,33
2,0
8,0
67,23
55,50
24,18
39,13
60,9
0,10
57,8
53,21
53,0
59,10
6,64
18,24
8,30
47,15
59,47
47,44
3,44
0,69
67,57
36,3
70,28
32,37
37,62
30,62
14,40
10,60
59,23
62,41
19,63
52,29
63,59
54,3
65,63
23,35
34,32
66,68
50,8
4,63
44,45
16,34
68,13
69,65
53,10
26,30
20,44
64,19
51,21
67,66
37,68
70,16
11,16
41,2
23,54
51,14
30,63
32,7
40,21
6,15
23,27
0,66
27,9
62,46
60,45
6,36
61,29
17,43
4,67
12,33
54,11
43,49
43,58
24,2
59,0
53,52
55,32
29,61
64,37
0,0
59,52
9,54
28,67
49,2
61,12
34,63
35,54
53,25
67,15
60,21
62,57
45,2
48,50
10,22
46,55
63,52
24,14
64,37
58,59
24,15
64,11
13,43
25,65
56,64
69,57
46,7
14,13
7,46
67,16
68,22
39,12
46,68
2,48
60,24
29,55
13,11
62,65
40,53
66,2
53,69
25,31
48,3
40,33
40,16
62,66
36,5
45,2
46,54
52,69
16,45
62,51
45,54
50,49
58,49
40,30
30,62
35,68
62,60
15,12
16,4
30,29
56,12
40,68
26,21
42,45
13,69
9,22
6,12
18,51
24,38
34,36
63,8
67,13
12,34
36,41
57,14
33,27
12,7
13,43
40,61
37,14
66,12
41,47
60,9
23,67
39,51
43,10
27,10
57,1
31,33
44,17
33,16
32,52
47,27
29,70
38,43
12,54
1,60
24,19
60,39
20,57
47,35
14,34
49,31
32,10
65,12
61,27
19,16
10,5
16,59
40,40
18,18
41,45
44,4
19,53
31,8
26,15
15,44
26,28
40,50
49,47
49,36
40,38
58,14
38,68
1,52
24,56
16,47
0,59
18,12
51,19
63,52
57,38
25,4
69,68
11,70
53,31
64,27
20,16
18,5
49,64
53,43
39,41
21,49
12,16
0,45
37,4
20,37
28,36
13,13
36,68
67,43
39,17
26,47
9,30
42,38
68,55
48,47
40,36
67,10
25,25
34,16
20,68
2,52
25,57
34,41
3,36
49,70
68,43
22,17
21,26
29,60
20,0
8,2
21,6
29,59
1,13
59,20
41,20
23,32
14,60
49,60
0,59
56,51
7,56
40,11
54,5
69,49
70,45
22,34
18,22
27,34
59,26
35,58
29,16
62,2
5,21
29,18
55,23
39,12
49,20
20,14
63,14
18,13
46,12
56,61
